MIN,FG3M,FG3A,TEAM_NAME,AST,FG_PCT,OREB,PLUS_MINUS,MATCHUP,TEAM_ABBREVIATION,PTS,FTA,FTM,GAME_ID,SEASON_ID,FGM,WL,PF,FGA,BLK,REB,FT_PCT,DREB,STL,FG3_PCT,GAME_DATE,TOV,VIDEO_AVAILABLE,TEAM_ID
240,7,20,Brooklyn Nets,21,0.493,3,4,BKN vs. TOR,BKN,102,37,29,41300123,42013,33,W,32,67,2,29,0.784,26,7,0.35,4/25/14,12,1,1610612751
240,7,22,Toronto Raptors,18,0.463,8,-4,TOR @ BKN,TOR,98,37,29,41300123,42013,31,L,31,67,3,35,0.784,27,5,0.318,4/25/14,19,1,1610612761
240,6,23,Toronto Raptors,15,0.413,9,8,TOR @ BKN,TOR,87,23,19,41300124,42013,31,W,29,75,3,43,0.826,34,9,0.261,4/27/14,12,1,1610612761
240,4,20,Brooklyn Nets,17,0.412,10,-8,BKN vs. TOR,BKN,79,29,19,41300124,42013,28,L,25,68,3,43,0.655,33,6,0.2,4/27/14,16,1,1610612751
240,12,26,Toronto Raptors,21,0.481,9,2,TOR vs. BKN,TOR,115,36,29,41300125,42013,37,W,25,77,2,37,0.806,28,6,0.462,4/30/14,13,1,1610612761
240,11,23,Brooklyn Nets,22,0.533,10,-2,BKN @ TOR,BKN,113,30,22,41300125,42013,40,L,27,75,4,34,0.733,24,8,0.478,4/30/14,15,1,1610612751
240,6,21,Brooklyn Nets,17,0.468,9,14,BKN vs. TOR,BKN,97,25,19,41300126,42013,36,W,14,77,5,45,0.76,36,10,0.286,5/2/14,12,1,1610612751
240,7,24,Toronto Raptors,16,0.385,8,-14,TOR @ BKN,TOR,83,20,16,41300126,42013,30,L,25,78,3,42,0.8,34,9,0.292,5/2/14,14,1,1610612761
240,8,23,Brooklyn Nets,16,0.457,16,1,BKN @ TOR,BKN,104,30,22,41300127,42013,37,W,26,81,3,42,0.733,26,5,0.348,5/4/14,8,1,1610612751
240,4,13,Toronto Raptors,13,0.479,10,-1,TOR vs. BKN,TOR,103,33,29,41300127,42013,35,L,27,73,3,38,0.879,28,4,0.308,5/4/14,9,1,1610612761
240,4,11,Washington Wizards,21,0.486,9,9,WAS @ CHI,WAS,102,35,26,41300131,42013,36,W,26,74,5,45,0.743,36,5,0.364,4/20/14,10,1,1610612764
240,5,20,Chicago Bulls,13,0.42,13,-9,CHI vs. WAS,CHI,93,26,20,41300131,42013,34,L,25,81,3,39,0.769,26,5,0.25,4/20/14,8,1,1610612741
265,9,23,Washington Wizards,23,0.475,8,2,WAS @ CHI,WAS,101,28,16,41300132,42013,38,W,26,80,6,42,0.571,34,10,0.391,4/22/14,12,1,1610612764
265,5,17,Chicago Bulls,23,0.432,17,-2,CHI vs. WAS,CHI,99,24,18,41300132,42013,38,L,23,88,5,49,0.75,32,6,0.294,4/22/14,14,1,1610612741
240,12,24,Chicago Bulls,24,0.479,7,3,CHI @ WAS,CHI,100,30,20,41300133,42013,34,W,23,71,2,36,0.667,29,8,0.5,4/25/14,17,1,1610612741
240,8,19,Washington Wizards,20,0.43,13,-3,WAS vs. CHI,WAS,97,21,15,41300133,42013,37,L,22,86,6,41,0.714,28,9,0.421,4/25/14,11,1,1610612764
240,8,19,Washington Wizards,22,0.407,14,9,WAS vs. CHI,WAS,98,25,20,41300134,42013,35,W,18,86,5,38,0.8,24,8,0.421,4/27/14,6,1,1610612764
240,4,19,Chicago Bulls,22,0.449,13,-9,CHI @ WAS,CHI,89,17,15,41300134,42013,35,L,22,78,4,42,0.882,29,2,0.211,4/27/14,16,1,1610612741
240,2,9,Washington Wizards,16,0.405,13,6,WAS @ CHI,WAS,75,19,13,41300135,42013,30,W,19,74,11,49,0.684,36,9,0.222,4/29/14,13,1,1610612764
240,6,16,Chicago Bulls,19,0.333,11,-6,CHI vs. WAS,CHI,69,17,13,41300135,42013,25,L,17,75,8,43,0.765,32,4,0.375,4/29/14,11,1,1610612741
240,3,17,San Antonio Spurs,14,0.432,8,5,SAS vs. DAL,SAS,90,22,17,41300141,42013,35,W,16,81,3,48,0.773,40,6,0.176,4/20/14,10,1,1610612759
240,6,18,Dallas Mavericks,15,0.412,9,-5,DAL @ SAS,DAL,85,13,9,41300141,42013,35,L,19,85,5,40,0.692,31,5,0.333,4/20/14,8,1,1610612742
240,8,21,Dallas Mavericks,19,0.489,14,21,DAL @ SAS,DAL,113,16,15,41300142,42013,45,W,19,92,3,35,0.938,21,13,0.381,4/23/14,8,1,1610612742
240,10,20,San Antonio Spurs,17,0.5,9,-21,SAS vs. DAL,SAS,92,29,18,41300142,42013,32,L,19,64,3,32,0.621,23,1,0.5,4/23/14,24,1,1610612759
240,9,23,Dallas Mavericks,25,0.512,10,1,DAL vs. SAS,DAL,109,19,16,41300143,42013,42,W,19,82,6,35,0.842,25,4,0.391,4/26/14,17,1,1610612742
240,6,18,San Antonio Spurs,26,0.543,10,-1,SAS @ DAL,SAS,108,17,14,41300143,42013,44,L,20,81,4,36,0.824,26,14,0.333,4/26/14,15,1,1610612759
240,5,17,San Antonio Spurs,16,0.45,11,4,SAS @ DAL,SAS,93,22,16,41300144,42013,36,W,20,80,2,49,0.727,38,4,0.294,4/28/14,15,1,1610612759
240,7,24,Dallas Mavericks,18,0.381,16,-4,DAL vs. SAS,DAL,89,28,18,41300144,42013,32,L,23,84,3,49,0.643,33,8,0.292,4/28/14,9,1,1610612742
240,8,16,San Antonio Spurs,24,0.466,12,6,SAS vs. DAL,SAS,109,27,19,41300145,42013,41,W,15,88,5,47,0.704,35,6,0.5,4/30/14,6,1,1610612759
240,12,28,Dallas Mavericks,18,0.438,9,-6,DAL @ SAS,DAL,103,15,13,41300145,42013,39,L,21,89,8,47,0.867,38,2,0.429,4/30/14,8,1,1610612742
240,8,18,Dallas Mavericks,18,0.517,13,2,DAL vs. SAS,DAL,113,24,15,41300146,42013,45,W,20,87,2,40,0.625,27,8,0.444,5/2/14,16,1,1610612742
240,7,16,San Antonio Spurs,21,0.533,6,-2,SAS @ DAL,SAS,111,28,24,41300146,42013,40,L,26,75,4,39,0.857,33,9,0.438,5/2/14,14,1,1610612759
240,10,24,San Antonio Spurs,21,0.568,6,23,SAS vs. DAL,SAS,119,33,25,41300147,42013,42,W,21,74,4,40,0.758,34,10,0.417,5/4/14,12,1,1610612759
240,9,25,Dallas Mavericks,21,0.409,11,-23,DAL @ SAS,DAL,96,17,15,41300147,42013,36,L,21,88,2,39,0.882,28,6,0.36,5/4/14,14,1,1610612742
240,4,16,Oklahoma City Thunder,22,0.447,7,14,OKC vs. MEM,OKC,100,32,28,41300151,42013,34,W,25,76,10,51,0.875,44,3,0.25,4/19/14,13,1,1610612760
240,2,11,Memphis Grizzlies,20,0.363,13,-14,MEM @ OKC,MEM,86,31,18,41300151,42013,33,L,24,91,4,41,0.581,28,7,0.182,4/19/14,6,1,1610612763
265,4,10,Memphis Grizzlies,30,0.494,12,6,MEM @ OKC,MEM,111,24,21,41300152,42013,43,W,20,87,3,47,0.875,35,5,0.4,4/21/14,9,1,1610612763
265,9,30,Oklahoma City Thunder,20,0.398,16,-6,OKC vs. MEM,OKC,105,25,22,41300152,42013,37,L,22,93,10,49,0.88,33,6,0.3,4/21/14,9,1,1610612760
265,4,16,Memphis Grizzlies,21,0.446,13,3,MEM vs. OKC,MEM,98,15,12,41300153,42013,41,W,21,92,1,47,0.8,34,9,0.25,4/24/14,15,1,1610612763
265,5,28,Oklahoma City Thunder,13,0.391,15,-3,OKC @ MEM,OKC,95,30,22,41300153,42013,34,L,23,87,6,48,0.733,33,9,0.179,4/24/14,16,1,1610612760
265,8,28,Oklahoma City Thunder,14,0.367,20,3,OKC @ MEM,OKC,92,20,18,41300154,42013,33,W,22,90,11,58,0.9,38,8,0.286,4/26/14,21,1,1610612760
265,6,20,Memphis Grizzlies,19,0.372,18,-3,MEM vs. OKC,MEM,89,23,13,41300154,42013,35,L,19,94,4,49,0.565,31,13,0.3,4/26/14,14,1,1610612763
265,7,19,Memphis Grizzlies,21,0.425,13,1,MEM @ OKC,MEM,100,26,19,41300155,42013,37,W,21,87,3,50,0.731,37,11,0.368,4/29/14,10,1,1610612763
265,12,31,Oklahoma City Thunder,24,0.391,19,-1,OKC vs. MEM,OKC,99,19,15,41300155,42013,36,L,22,92,3,51,0.789,32,2,0.387,4/29/14,17,1,1610612760
240,7,21,Oklahoma City Thunder,15,0.493,8,20,OKC @ MEM,OKC,104,25,23,41300156,42013,37,W,19,75,11,47,0.92,39,7,0.333,5/1/14,13,1,1610612760
240,3,14,Memphis Grizzlies,19,0.373,11,-20,MEM vs. OKC,MEM,84,28,19,41300156,42013,31,L,19,83,1,36,0.679,25,5,0.214,5/1/14,10,1,1610612763
240,11,19,Oklahoma City Thunder,22,0.609,9,11,OKC vs. MEM,OKC,120,30,25,41300157,42013,42,W,28,69,2,33,0.833,24,7,0.579,5/3/14,20,1,1610612760
240,5,17,Memphis Grizzlies,22,0.446,10,-11,MEM @ OKC,MEM,109,34,30,41300157,42013,37,L,22,83,1,29,0.882,19,13,0.294,5/3/14,14,1,1610612763
240,11,27,Golden State Warriors,26,0.444,15,4,GSW @ LAC,GSW,109,25,18,41300161,42013,40,W,27,90,6,48,0.72,33,5,0.407,4/19/14,23,1,1610612744
240,10,22,Los Angeles Clippers,24,0.424,16,-4,LAC vs. GSW,LAC,105,35,23,41300161,42013,36,L,24,85,7,42,0.657,26,13,0.455,4/19/14,17,1,1610612746
240,12,25,Los Angeles Clippers,29,0.566,9,40,LAC vs. GSW,LAC,138,35,32,41300162,42013,47,W,22,83,5,34,0.914,25,15,0.48,4/21/14,13,1,1610612746
240,4,19,Golden State Warriors,18,0.474,13,-40,GSW @ LAC,GSW,98,27,22,41300162,42013,36,L,33,76,4,36,0.815,23,8,0.211,4/21/14,26,1,1610612744
240,8,28,Los Angeles Clippers,25,0.465,14,2,LAC @ GSW,LAC,98,23,10,41300163,42013,40,W,20,86,6,47,0.435,33,11,0.286,4/24/14,13,1,1610612746
240,6,31,Golden State Warriors,26,0.416,18,-2,GSW vs. LAC,GSW,96,24,16,41300163,42013,37,L,18,89,6,52,0.667,34,6,0.194,4/24/14,17,1,1610612744
240,15,32,Golden State Warriors,32,0.554,6,21,GSW vs. LAC,GSW,118,28,21,41300164,42013,41,W,26,74,5,34,0.75,28,8,0.469,4/27/14,15,1,1610612744
240,10,31,Los Angeles Clippers,20,0.429,7,-21,LAC @ GSW,LAC,97,24,21,41300164,42013,33,L,25,77,2,32,0.875,25,5,0.323,4/27/14,19,1,1610612746
240,8,20,Los Angeles Clippers,20,0.487,12,10,LAC vs. GSW,LAC,113,41,31,41300165,42013,37,W,21,76,4,41,0.756,29,10,0.4,4/29/14,12,1,1610612746
240,10,26,Golden State Warriors,24,0.471,13,-10,GSW @ LAC,GSW,103,19,13,41300165,42013,40,L,28,85,1,42,0.684,29,6,0.385,4/29/14,14,1,1610612744
240,7,24,Golden State Warriors,20,0.393,18,1,GSW vs. LAC,GSW,100,37,23,41300166,42013,35,W,24,89,4,50,0.622,32,7,0.292,5/1/14,8,1,1610612744
240,11,34,Los Angeles Clippers,22,0.372,15,-1,LAC @ GSW,LAC,99,33,24,41300166,42013,32,L,28,86,5,53,0.727,38,3,0.324,5/1/14,12,1,1610612746
240,8,24,Los Angeles Clippers,26,0.554,7,5,LAC vs. GSW,LAC,126,33,26,41300167,42013,46,W,21,83,7,38,0.788,31,14,0.333,5/3/14,14,1,1610612746
240,14,25,Golden State Warriors,25,0.494,9,-5,GSW @ LAC,GSW,121,35,29,41300167,42013,39,L,21,79,6,37,0.829,28,9,0.56,5/3/14,18,1,1610612744
265,9,27,Portland Trail Blazers,14,0.433,17,2,POR @ HOU,POR,122,39,29,41300171,42013,42,W,32,97,6,54,0.744,37,7,0.333,4/20/14,12,1,1610612757
265,8,35,Houston Rockets,16,0.41,22,-2,HOU vs. POR,HOU,120,40,26,41300171,42013,43,L,33,105,7,59,0.65,37,5,0.229,4/20/14,13,1,1610612745
240,8,23,Portland Trail Blazers,23,0.476,11,7,POR @ HOU,POR,112,27,24,41300172,42013,40,W,28,84,11,43,0.889,32,5,0.348,4/23/14,14,1,1610612757
240,3,16,Houston Rockets,16,0.433,14,-7,HOU vs. POR,HOU,105,30,24,41300172,42013,39,L,27,90,4,42,0.8,28,7,0.188,4/23/14,15,1,1610612745
265,12,31,Houston Rockets,20,0.429,22,5,HOU @ POR,HOU,121,22,19,41300173,42013,45,W,28,105,4,53,0.864,31,4,0.387,4/25/14,9,1,1610612745
265,10,27,Portland Trail Blazers,21,0.456,13,-5,POR vs. HOU,POR,116,28,24,41300173,42013,41,L,24,90,10,47,0.857,34,5,0.37,4/25/14,11,1,1610612757
265,11,28,Portland Trail Blazers,25,0.495,11,3,POR vs. HOU,POR,123,30,22,41300174,42013,45,W,24,91,8,44,0.733,33,10,0.393,4/27/14,11,1,1610612757
265,11,28,Houston Rockets,16,0.488,14,-3,HOU @ POR,HOU,120,38,27,41300174,42013,41,L,27,84,4,49,0.711,35,5,0.393,4/27/14,16,1,1610612745
240,8,25,Houston Rockets,23,0.473,14,10,HOU vs. POR,HOU,108,18,14,41300175,42013,43,W,21,91,8,48,0.778,34,7,0.32,4/30/14,13,1,1610612745
240,9,25,Portland Trail Blazers,14,0.434,9,-10,POR @ HOU,POR,98,23,17,41300175,42013,36,L,21,83,14,34,0.739,25,8,0.36,4/30/14,11,1,1610612757
240,9,24,Portland Trail Blazers,14,0.427,12,1,POR vs. HOU,POR,99,22,20,41300176,42013,35,W,20,82,6,34,0.909,22,9,0.375,5/2/14,12,1,1610612757
240,7,19,Houston Rockets,19,0.453,14,-1,HOU @ POR,HOU,98,31,23,41300176,42013,34,L,20,75,3,44,0.742,30,8,0.368,5/2/14,17,1,1610612745
240,10,16,Washington Wizards,23,0.417,17,6,WAS @ IND,WAS,102,31,22,41300201,42013,35,W,23,84,7,53,0.71,36,7,0.625,5/5/14,17,1,1610612764
240,8,17,Indiana Pacers,16,0.407,6,-6,IND vs. WAS,IND,96,27,22,41300201,42013,33,L,26,81,5,36,0.815,30,6,0.471,5/5/14,13,1,1610612754
240,4,12,Indiana Pacers,17,0.444,4,4,IND vs. WAS,IND,86,21,18,41300202,42013,32,W,15,72,3,38,0.857,34,8,0.333,5/7/14,8,1,1610612754
240,5,21,Washington Wizards,20,0.45,11,-4,WAS @ IND,WAS,82,12,5,41300202,42013,36,L,21,80,3,43,0.417,32,5,0.238,5/7/14,10,1,1610612764
240,7,15,Indiana Pacers,20,0.419,4,22,IND @ WAS,IND,85,21,16,41300203,42013,31,W,20,74,6,42,0.762,38,9,0.467,5/9/14,10,1,1610612754
240,4,16,Washington Wizards,10,0.329,10,-22,WAS vs. IND,WAS,63,21,11,41300203,42013,24,L,22,73,5,45,0.524,35,6,0.25,5/9/14,18,1,1610612764
240,10,22,Indiana Pacers,20,0.452,9,3,IND @ WAS,IND,95,29,19,41300204,42013,33,W,19,73,2,40,0.655,31,6,0.455,5/11/14,20,1,1610612754
240,5,15,Washington Wizards,22,0.456,7,-3,WAS vs. IND,WAS,92,19,15,41300204,42013,36,L,23,79,8,36,0.789,29,11,0.333,5/11/14,14,1,1610612764
240,5,18,Washington Wizards,21,0.5,18,23,WAS @ IND,WAS,102,19,15,41300205,42013,41,W,22,82,3,62,0.789,44,8,0.278,5/13/14,19,1,1610612764
240,6,15,Indiana Pacers,19,0.39,4,-23,IND vs. WAS,IND,79,22,13,41300205,42013,30,L,20,77,5,23,0.591,19,8,0.4,5/13/14,11,1,1610612754
240,2,10,Indiana Pacers,18,0.514,5,13,IND @ WAS,IND,93,25,17,41300206,42013,37,W,23,72,4,38,0.68,33,6,0.2,5/15/14,11,1,1610612754
240,2,18,Washington Wizards,17,0.392,9,-13,WAS vs. IND,WAS,80,20,16,41300206,42013,31,L,23,79,3,40,0.8,31,4,0.111,5/15/14,11,1,1610612764
240,9,23,Miami Heat,22,0.568,4,21,MIA vs. BKN,MIA,107,16,14,41300211,42013,42,W,17,74,4,37,0.875,33,4,0.391,5/6/14,10,1,1610612748
240,10,24,Brooklyn Nets,11,0.471,6,-21,BKN @ MIA,BKN,86,17,10,41300211,42013,33,L,18,70,1,32,0.588,26,5,0.417,5/6/14,13,1,1610612751
240,10,24,Miami Heat,17,0.493,6,12,MIA vs. BKN,MIA,94,18,14,41300212,42013,35,W,14,71,7,36,0.778,30,10,0.417,5/8/14,8,1,1610612748
240,8,24,Brooklyn Nets,19,0.423,13,-12,BKN @ MIA,BKN,82,14,8,41300212,42013,33,L,15,78,3,43,0.571,30,5,0.333,5/8/14,14,1,1610612751
240,15,25,Brooklyn Nets,26,0.528,9,14,BKN vs. MIA,BKN,104,17,13,41300213,42013,38,W,23,72,1,43,0.765,34,6,0.6,5/10/14,15,1,1610612751
240,8,24,Miami Heat,13,0.456,5,-14,MIA @ BKN,MIA,90,25,20,41300213,42013,31,L,20,68,6,27,0.8,22,8,0.333,5/10/14,10,1,1610612748
240,8,24,Miami Heat,14,0.529,7,6,MIA @ BKN,MIA,102,27,20,41300214,42013,37,W,23,70,6,34,0.741,27,8,0.333,5/12/14,10,1,1610612748
240,5,22,Brooklyn Nets,22,0.436,14,-6,BKN vs. MIA,BKN,96,28,23,41300214,42013,34,L,22,78,1,40,0.821,26,4,0.227,5/12/14,11,1,1610612751
240,9,29,Miami Heat,18,0.433,7,2,MIA vs. BKN,MIA,96,31,29,41300215,42013,29,W,16,67,4,33,0.935,26,5,0.31,5/14/14,10,1,1610612748
240,8,22,Brooklyn Nets,14,0.474,12,-2,BKN @ MIA,BKN,94,15,12,41300215,42013,37,L,21,78,3,36,0.8,24,4,0.364,5/14/14,12,1,1610612751
240,7,16,San Antonio Spurs,21,0.506,13,24,SAS vs. POR,SAS,116,25,21,41300221,42013,44,W,21,87,2,45,0.84,32,12,0.438,5/6/14,12,1,1610612759
240,4,16,Portland Trail Blazers,9,0.378,14,-24,POR @ SAS,POR,92,31,26,41300221,42013,31,L,25,82,2,47,0.839,33,6,0.25,5/6/14,20,1,1610612757
240,12,20,San Antonio Spurs,27,0.533,11,17,SAS vs. POR,SAS,114,14,6,41300222,42013,48,W,17,90,8,41,0.429,30,7,0.6,5/8/14,9,1,1610612759
240,7,18,Portland Trail Blazers,15,0.43,14,-17,POR @ SAS,POR,97,10,10,41300222,42013,40,L,18,93,3,44,1,30,3,0.389,5/8/14,15,1,1610612757
240,7,21,San Antonio Spurs,23,0.483,8,15,SAS @ POR,SAS,118,25,25,41300223,42013,43,W,25,89,0,41,1,33,10,0.333,5/10/14,7,1,1610612759
240,8,23,Portland Trail Blazers,23,0.429,7,-15,POR vs. SAS,POR,103,31,23,41300223,42013,36,L,20,84,0,41,0.742,34,5,0.348,5/10/14,15,1,1610612757
240,7,21,Portland Trail Blazers,17,0.439,14,11,POR vs. SAS,POR,103,13,10,41300224,42013,43,W,20,98,4,53,0.769,39,4,0.333,5/12/14,13,1,1610612757
240,3,18,San Antonio Spurs,13,0.443,8,-11,SAS @ POR,SAS,92,19,11,41300224,42013,39,L,18,88,3,46,0.579,38,8,0.167,5/12/14,11,1,1610612759
240,9,21,San Antonio Spurs,24,0.472,9,22,SAS vs. POR,SAS,104,16,11,41300225,42013,42,W,19,89,4,47,0.688,38,13,0.429,5/14/14,8,1,1610612759
240,5,19,Portland Trail Blazers,18,0.407,7,-22,POR @ SAS,POR,82,17,11,41300225,42013,33,L,16,81,2,45,0.647,38,3,0.263,5/14/14,18,1,1610612757
240,15,29,Los Angeles Clippers,26,0.549,6,17,LAC @ OKC,LAC,122,30,17,41300231,42013,45,W,24,82,1,31,0.567,25,8,0.517,5/5/14,9,1,1610612746
240,9,28,Oklahoma City Thunder,17,0.459,15,-17,OKC vs. LAC,OKC,105,23,18,41300231,42013,39,L,22,85,4,47,0.783,32,5,0.321,5/5/14,18,1,1610612760
240,8,23,Oklahoma City Thunder,23,0.506,15,11,OKC vs. LAC,OKC,112,22,16,41300232,42013,44,W,21,87,2,52,0.727,37,8,0.348,5/7/14,16,1,1610612760
240,9,27,Los Angeles Clippers,23,0.446,9,-11,LAC @ OKC,LAC,101,23,18,41300232,42013,37,L,26,83,2,36,0.783,27,11,0.333,5/7/14,14,1,1610612746
240,6,17,Oklahoma City Thunder,26,0.557,10,6,OKC @ LAC,OKC,118,28,24,41300233,42013,44,W,23,79,6,44,0.857,34,1,0.353,5/9/14,14,1,1610612760
240,7,26,Los Angeles Clippers,25,0.452,14,-6,LAC vs. OKC,LAC,112,25,21,41300233,42013,42,L,26,93,7,33,0.84,19,5,0.269,5/9/14,6,1,1610612746
240,3,21,Los Angeles Clippers,23,0.419,15,2,LAC vs. OKC,LAC,101,29,20,41300234,42013,39,W,24,93,4,45,0.69,30,11,0.143,5/11/14,9,1,1610612746
240,7,24,Oklahoma City Thunder,17,0.44,9,-2,OKC @ LAC,OKC,99,34,26,41300234,42013,33,L,27,75,8,43,0.765,34,6,0.292,5/11/14,16,1,1610612760
240,7,17,Oklahoma City Thunder,14,0.429,7,1,OKC vs. LAC,OKC,105,36,32,41300235,42013,33,W,21,77,5,44,0.889,37,9,0.412,5/13/14,13,1,1610612760
240,12,27,Los Angeles Clippers,21,0.432,12,-1,LAC @ OKC,LAC,104,20,16,41300235,42013,38,L,28,88,4,44,0.8,32,7,0.444,5/13/14,17,1,1610612746
240,9,25,Oklahoma City Thunder,25,0.458,7,6,OKC @ LAC,OKC,104,33,29,41300236,42013,33,W,22,72,5,43,0.879,36,5,0.36,5/15/14,15,1,1610612760
240,6,21,Los Angeles Clippers,26,0.421,12,-6,LAC vs. OKC,LAC,98,20,12,41300236,42013,40,L,27,95,3,41,0.6,29,9,0.286,5/15/14,9,1,1610612746
240,8,19,Indiana Pacers,23,0.515,7,11,IND vs. MIA,IND,107,37,29,41300301,42013,35,W,15,68,3,38,0.784,31,4,0.421,5/18/14,12,1,1610612754
240,6,23,Miami Heat,23,0.513,4,-11,MIA @ IND,MIA,96,15,10,41300301,42013,40,L,26,78,4,29,0.667,25,7,0.261,5/18/14,11,1,1610612748
240,8,20,Miami Heat,19,0.507,6,4,MIA @ IND,MIA,87,18,11,41300302,42013,34,W,17,67,6,38,0.611,32,7,0.4,5/20/14,13,1,1610612748
240,9,19,Indiana Pacers,19,0.4,16,-4,IND vs. MIA,IND,83,15,10,41300302,42013,32,L,16,80,2,41,0.667,25,6,0.474,5/20/14,11,1,1610612754
240,10,18,Miami Heat,17,0.544,6,12,MIA vs. IND,MIA,99,20,15,41300303,42013,37,W,24,68,2,29,0.75,23,9,0.556,5/24/14,15,1,1610612748
240,6,21,Indiana Pacers,17,0.477,6,-12,IND @ MIA,IND,87,25,19,41300303,42013,31,L,22,65,1,29,0.76,23,7,0.286,5/24/14,19,1,1610612754
