,DISPLAY_LAST_COMMA_FIRST,TEAM_CITY,GAMES_PLAYED_FLAG,TEAM_CODE,TO_YEAR,TEAM_NAME,PLAYERCODE,DISPLAY_FIRST_LAST,PERSON_ID,FROM_YEAR,TEAM_ABBREVIATION,ROSTERSTATUS,FT_RATE15,FT_RATE14,FT_RATE13
384,"Liggins, DeAndre",,Y,,2013,,deandre_liggins,DeAndre Liggins,202732,2011,,0,-1,-1,0
385,"Lillard, Damian",Portland,Y,blazers,2016,Trail Blazers,damian_lillard,Damian Lillard,203081,2012,POR,1,0.892,0.864,0.871
386,"Lin, Jeremy",Charlotte,Y,hornets,2016,Hornets,jeremy_lin,Jeremy Lin,202391,2010,CHA,1,0.815,0.795,0.823
387,"Livingston, Shaun",Golden State,Y,warriors,2016,Warriors,shaun_livingston,Shaun Livingston,2733,2004,GSW,1,0.86,0.714,0.827
388,"Looney, Kevon",Golden State,Y,warriors,2016,Warriors,kevon_looney,Kevon Looney,1626172,2015,GSW,1,0,-1,-1
389,"Lopez, Brook",Brooklyn,Y,nets,2016,Nets,brook_lopez,Brook Lopez,201572,2008,BKN,1,0.787,0.814,0.817
390,"Lopez, Robin",New York,Y,knicks,2016,Knicks,robin_lopez,Robin Lopez,201577,2008,NYK,1,0.795,0.772,0.818
391,"Love, Kevin",Cleveland,Y,cavaliers,2016,Cavaliers,kevin_love,Kevin Love,201567,2008,CLE,1,0.822,0.804,0.821
392,"Lowry, Kyle",Toronto,Y,raptors,2016,Raptors,kyle_lowry,Kyle Lowry,200768,2006,TOR,1,0.811,0.808,0.813
393,"Lucas III, John",Detroit,Y,pistons,2016,Pistons,john_iii_lucas,John Lucas III,101249,2005,DET,1,-1,1,0.625
394,"Lucas, Kalin",,Y,,2014,,kalin_lucas,Kalin Lucas,203564,2014,,0,-1,0,-1
395,"Lyles, Trey",Utah,Y,jazz,2016,Jazz,trey_lyles,Trey Lyles,1626168,2015,UTA,1,0.695,-1,-1
396,"Mack, Shelvin",Utah,Y,jazz,2016,Jazz,shelvin_mack,Shelvin Mack,202714,2011,UTA,1,0.75,0.806,0.865
397,"Mahinmi, Ian",Indiana,Y,pacers,2016,Pacers,ian_mahinmi,Ian Mahinmi,101133,2007,IND,1,0.587,0.304,0.621
398,"Marble, Devyn",Orlando,Y,magic,2015,Magic,devyn_marble,Devyn Marble,203906,2014,ORL,1,0.417,0.313,-1
399,"Marion, Shawn",Cleveland,Y,cavaliers,2014,Cavaliers,shawn_marion,Shawn Marion,1890,1999,CLE,1,-1,0.765,0.785
400,"Marjanovic, Boban",San Antonio,Y,spurs,2016,Spurs,boban_marjanovic,Boban Marjanovic,1626246,2015,SAS,1,0.763,-1,-1
401,"Marshall, Kendall",Philadelphia,Y,sixers,2015,76ers,kendall_marshall,Kendall Marshall,203088,2012,PHI,1,0.692,0.889,0.528
402,"Martin, Cartier",Detroit,Y,pistons,2014,Pistons,cartier_martin,Cartier Martin,201858,2008,DET,1,-1,0,0.5
403,"Martin, Jarell",Memphis,Y,grizzlies,2016,Grizzlies,jarell_martin,Jarell Martin,1626185,2015,MEM,1,0.726,-1,-1
404,"Martin, Kenyon",New York,Y,knicks,2014,Knicks,kenyon_martin,Kenyon Martin,2030,2000,NYK,1,-1,1,0.579
405,"Martin, Kenyon",,Y,,2014,,kenyon_martin,Kenyon Martin,2030,2000,,0,-1,1,0.579
406,"Martin, Kevin",San Antonio,Y,spurs,2016,Spurs,kevin_martin,Kevin Martin,2755,2004,SAS,1,0.88,0.881,0.891
407,"Mason Jr., Roger",,Y,,2013,,roger_mason-jr,Roger Mason Jr.,2427,2002,,0,-1,-1,1
408,"Matthews, Wesley",Dallas,Y,mavericks,2016,Mavericks,wesley_matthews,Wesley Matthews,202083,2009,DAL,1,0.863,0.752,0.837
409,"Maxiell, Jason",Charlotte,Y,hornets,2014,Hornets,jason_maxiell,Jason Maxiell,101131,2005,CHA,1,-1,0.577,0.484
410,"Maynor, Eric",,Y,,2013,,eric_maynor,Eric Maynor,201953,2009,,0,-1,-1,0.667
411,"Mayo, O.J.",Milwaukee,Y,bucks,2015,Bucks,oj_mayo,O.J. Mayo,201564,2008,MIL,1,0.775,0.827,0.864
412,"Mbah a Moute, Luc",LA,Y,clippers,2016,Clippers,luc_mbah_a_moute,Luc Mbah a Moute,201601,2008,LAC,1,0.526,0.589,0.692
413,"McAdoo, James Michael",Golden State,Y,warriors,2016,Warriors,james_michael_mcadoo,James Michael McAdoo,203949,2014,GSW,1,0.531,0.56,-1
414,"McCallum, Ray",,Y,,2016,,ray_mccallum,Ray McCallum,203492,2013,,0,0.9,0.679,0.744
415,"McCollum, CJ",Portland,Y,blazers,2016,Trail Blazers,cj_mccollum,CJ McCollum,203468,2013,POR,1,0.827,0.699,0.676
416,"McConnell, TJ",Philadelphia,Y,sixers,2016,76ers,tj_mcconnell,TJ McConnell,204456,2015,PHI,1,0.634,-1,-1
417,"McCullough, Chris",Brooklyn,Y,nets,2016,Nets,chris_mccullough,Chris McCullough,1626191,2015,BKN,1,0.478,-1,-1
418,"McDaniels, KJ",Houston,Y,rockets,2016,Rockets,kj_mcdaniels,KJ McDaniels,203909,2014,HOU,1,0.8,0.756,-1
419,"McDermott, Doug",Chicago,Y,bulls,2016,Bulls,doug_mcdermott,Doug McDermott,203926,2014,CHI,1,0.857,0.667,-1
420,"McGary, Mitch",Oklahoma City,Y,thunder,2016,Thunder,mitch_mcgary,Mitch McGary,203956,2014,OKC,1,0.4,0.625,-1
421,"McGee, JaVale",Dallas,Y,mavericks,2016,Mavericks,javale_mcgee,JaVale McGee,201580,2008,DAL,1,0.5,0.69,1
422,"McLemore, Ben",Sacramento,Y,kings,2016,Kings,ben_mclemore,Ben McLemore,203463,2013,SAC,1,0.718,0.813,0.804
423,"McNeal, Jerel",Phoenix,Y,suns,2014,Suns,jerel_mcneal,Jerel McNeal,202077,2012,PHX,1,-1,1,-1
424,"McRae, Jordan",Cleveland,Y,cavaliers,2016,Cavaliers,jordan_mcrae,Jordan McRae,203895,2015,CLE,1,0.8,-1,-1
425,"McRoberts, Josh",Miami,Y,heat,2016,Heat,josh_mcroberts,Josh McRoberts,201177,2007,MIA,1,0.7,0.615,0.729
426,"Meeks, Jodie",Detroit,Y,pistons,2016,Pistons,jodie_meeks,Jodie Meeks,201975,2009,DET,1,1,0.906,0.857
427,"Mejri, Salah",Dallas,Y,mavericks,2016,Mavericks,salah_mejri,Salah Mejri,1626257,2015,DAL,1,0.587,-1,-1
428,"Mekel, Gal",Dallas,Y,mavericks,2014,Mavericks,gal_mekel,Gal Mekel,203539,2013,DAL,1,-1,0,0.667
429,"Mekel, Gal",,Y,,2014,,gal_mekel,Gal Mekel,203539,2013,,0,-1,0,0.667
430,"Mickey, Jordan",Boston,Y,celtics,2016,Celtics,jordan_mickey,Jordan Mickey,1626175,2015,BOS,1,0.5,-1,-1
431,"Middleton, Khris",Milwaukee,Y,bucks,2016,Bucks,khris_middleton,Khris Middleton,203114,2012,MIL,1,0.888,0.859,0.861
432,"Miles, CJ",Indiana,Y,pacers,2016,Pacers,cj_miles,CJ Miles,101139,2005,IND,1,0.75,0.807,0.853
433,"Miller, Andre",San Antonio,Y,spurs,2015,Spurs,andre_miller,Andre Miller,1889,1999,SAS,1,0.789,0.718,0.745
434,"Miller, Darius",New Orleans,Y,pelicans,2014,Pelicans,darius_miller,Darius Miller,203121,2012,NOP,1,-1,0,0.806
435,"Miller, Darius",,Y,,2014,,darius_miller,Darius Miller,203121,2012,,0,-1,0,0.806
436,"Miller, Mike",Denver,Y,nuggets,2016,Nuggets,mike_miller,Mike Miller,2034,2000,DEN,1,0,0.75,0.821
437,"Miller, Quincy",Detroit,Y,pistons,2014,Pistons,quincy_miller,Quincy Miller,203113,2012,DET,1,-1,0.727,0.709
438,"Mills, Patty",San Antonio,Y,spurs,2016,Spurs,patrick_mills,Patty Mills,201988,2009,SAS,1,0.81,0.825,0.89
439,"Millsap, Elijah",,Y,,2015,,elijah_millsap,Elijah Millsap,202407,2014,,0,0.722,0.674,-1
440,"Millsap, Elijah",Utah,Y,jazz,2015,Jazz,elijah_millsap,Elijah Millsap,202407,2014,UTA,1,0.722,0.674,-1
441,"Millsap, Paul",Atlanta,Y,hawks,2016,Hawks,paul_millsap,Paul Millsap,200794,2006,ATL,1,0.757,0.757,0.731
442,"Mirotic, Nikola",Chicago,Y,bulls,2016,Bulls,nikola_mirotic,Nikola Mirotic,202703,2014,CHI,1,0.807,0.803,-1
443,"Mitchell, Tony",,Y,,2013,,tony_mitchell,Tony Mitchell,203183,2013,,0,-1,-1,0
444,"Mitchell, Tony",Detroit,Y,pistons,2013,Pistons,tony_l_mitchell,Tony Mitchell,203502,2013,DET,1,-1,-1,0.579
445,"Mohammed, Nazr",Oklahoma City,Y,thunder,2015,Thunder,nazr_mohammed,Nazr Mohammed,1737,1998,OKC,1,1,0.333,0.533
446,"Monroe, Greg",Milwaukee,Y,bucks,2016,Bucks,greg_monroe,Greg Monroe,202328,2010,MIL,1,0.74,0.75,0.657
447,"Montero, Luis",Portland,Y,blazers,2016,Trail Blazers,luis_montero,Luis Montero,1626242,2015,POR,1,0.75,-1,-1
448,"Moore, E'Twaun",Chicago,Y,bulls,2016,Bulls,etwaun_moore,E'Twaun Moore,202734,2011,CHI,1,0.629,0.6,0.765
449,"Moreland, Eric",Sacramento,Y,kings,2015,Kings,eric_moreland,Eric Moreland,203961,2014,SAC,1,0.5,0,-1
450,"Morris, Darius",Brooklyn,Y,nets,2014,Nets,darius_morris,Darius Morris,202721,2011,BKN,1,-1,0.444,0.714
451,"Morris, Marcus",Detroit,Y,pistons,2016,Pistons,marcus_morris,Marcus Morris,202694,2011,DET,1,0.749,0.628,0.761
452,"Morris, Markieff",Washington,Y,wizards,2016,Wizards,markieff_morris,Markieff Morris,202693,2011,WAS,1,0.717,0.763,0.792
453,"Morrow, Anthony",Oklahoma City,Y,thunder,2016,Thunder,anthony_morrow,Anthony Morrow,201627,2008,OKC,1,0.744,0.888,0.828
454,"Motiejunas, Donatas",Houston,Y,rockets,2015,Rockets,donatas_motiejunas,Donatas Motiejunas,202700,2012,HOU,1,0.642,0.602,0.604
455,"Moultrie, Arnett",Philadelphia,Y,sixers,2013,76ers,arnett_moultrie,Arnett Moultrie,203102,2012,PHI,1,-1,-1,0.8
456,"Mozgov, Timofey",Cleveland,Y,cavaliers,2016,Cavaliers,timofey_mozgov,Timofey Mozgov,202389,2010,CLE,1,0.716,0.733,0.754
457,"Mudiay, Emmanuel",Denver,Y,nuggets,2016,Nuggets,emmanuel_mudiay,Emmanuel Mudiay,1626144,2015,DEN,1,0.67,-1,-1
458,"Muhammad, Shabazz",Minnesota,Y,timberwolves,2016,Timberwolves,shabazz_muhammad,Shabazz Muhammad,203498,2013,MIN,1,0.764,0.717,0.65
459,"Mullens, Byron",Philadelphia,Y,sixers,2013,76ers,byron_mullens,Byron Mullens,201957,2009,PHI,1,-1,-1,0.333
460,"Munford, Xavier",Memphis,Y,grizzlies,2015,Grizzlies,xavier_munford,Xavier Munford,204098,2015,MEM,1,0.5,-1,-1
461,"Murphy, Erik",Utah,Y,jazz,2013,Jazz,erik_murphy,Erik Murphy,203513,2013,UTA,1,-1,-1,0
462,"Murry, Toure",,Y,,2016,,toure_murry,Toure Murry,203315,2013,,0,-1,0,0.59
463,"Muscala, Mike",Atlanta,Y,hawks,2016,Hawks,mike_muscala,Mike Muscala,203488,2013,ATL,1,0.795,0.88,1
464,"Nance Jr., Larry",Los Angeles,Y,lakers,2016,Lakers,larry_nance,Larry Nance Jr.,1626204,2015,LAL,1,0.681,-1,-1
465,"Napier, Shabazz",Orlando,Y,magic,2016,Magic,shabazz_napier,Shabazz Napier,203894,2014,ORL,1,0.733,0.786,-1
466,"Nash, Steve",Los Angeles,Y,lakers,2013,Lakers,steve_nash,Steve Nash,959,1996,LAL,1,-1,-1,0.917
467,"Ndiaye, Hamady",,Y,,2013,,hamady_ndiaye,Hamady Ndiaye,202380,2010,,0,-1,-1,0
468,"Neal, Gary",,Y,,2015,,gary_neal,Gary Neal,202390,2010,,0,0.855,0.863,0.833
469,"Neal, Gary",Minnesota,Y,timberwolves,2015,Timberwolves,gary_neal,Gary Neal,202390,2010,MIN,1,0.855,0.863,0.833
470,"Nedovic, Nemanja",Golden State,Y,warriors,2013,Warriors,nemanja_nedovic,Nemanja Nedovic,203517,2013,GSW,1,-1,-1,0.875
471,"Nelson, Jameer",Denver,Y,nuggets,2016,Nuggets,jameer_nelson,Jameer Nelson,2749,2004,DEN,1,0.857,0.875,0.857
472,Nene,Washington,Y,wizards,2016,Wizards,nene,Nene,2403,2002,WAS,1,0.578,0.604,0.583
473,"Neto, Raul",Utah,Y,jazz,2016,Jazz,raulzinho_neto,Raul Neto,203526,2015,UTA,1,0.743,-1,-1
474,"Nicholson, Andrew",Orlando,Y,magic,2016,Magic,andrew_nicholson,Andrew Nicholson,203094,2012,ORL,1,0.785,0.6,0.825
475,"Noah, Joakim",Chicago,Y,bulls,2016,Bulls,joakim_noah,Joakim Noah,201149,2007,CHI,1,0.489,0.603,0.737
476,"Noel, Nerlens",Philadelphia,Y,sixers,2016,76ers,nerlens_noel,Nerlens Noel,203457,2013,PHI,1,0.59,0.609,-1
477,"Nogueira, Lucas",Toronto,Y,raptors,2016,Raptors,lucas_nogueira,Lucas Nogueira,203512,2014,TOR,1,0.533,0.5,-1
478,"Novak, Steve",Milwaukee,Y,bucks,2016,Bucks,steve_novak,Steve Novak,200779,2006,MIL,1,0,0,1
479,"Nowitzki, Dirk",Dallas,Y,mavericks,2016,Mavericks,dirk_nowitzki,Dirk Nowitzki,1717,1998,DAL,1,0.893,0.882,0.899
480,"Nunnally, James",,Y,,2013,,james_nunnally,James Nunnally,203263,2013,,0,-1,-1,0.75
481,"Nurkic, Jusuf",Denver,Y,nuggets,2016,Nuggets,jusuf_nurkic,Jusuf Nurkic,203994,2014,DEN,1,0.616,0.636,-1
482,"O'Brien, J.J.",,Y,,2016,,jj_obrien,J.J. O'Brien,1626266,2015,,0,0,-1,-1
483,"O'Bryant, Johnny",Milwaukee,Y,bucks,2015,Bucks,johnny_obryant,Johnny O'Bryant,203948,2014,MIL,1,0.675,0.444,-1
484,"O'Neal, Jermaine",Golden State,Y,warriors,2013,Warriors,jermaine_oneal,Jermaine O'Neal,979,1996,GSW,1,-1,-1,0.75
485,"O'Quinn, Kyle",New York,Y,knicks,2016,Knicks,kyle_oquinn,Kyle O'Quinn,203124,2012,NYK,1,0.767,0.772,0.687
486,"Oden, Greg",Miami,Y,heat,2013,Heat,greg_oden,Greg Oden,201141,2007,MIA,1,-1,-1,0.565
487,"Odom, Lamar",New York,Y,knicks,2013,Knicks,lamar_odom,Lamar Odom,1885,1999,NYK,1,-1,-1,-1
488,"Okafor, Emeka",Phoenix,Y,suns,2013,Suns,emeka_okafor,Emeka Okafor,2731,2004,PHX,1,-1,-1,-1
489,"Okafor, Jahlil",Philadelphia,Y,sixers,2016,76ers,jahlil_okafor,Jahlil Okafor,1626143,2015,PHI,1,0.686,-1,-1
490,"Oladipo, Victor",Orlando,Y,magic,2016,Magic,victor_oladipo,Victor Oladipo,203506,2013,ORL,1,0.83,0.819,0.78
491,"Olynyk, Kelly",Boston,Y,celtics,2016,Celtics,kelly_olynyk,Kelly Olynyk,203482,2013,BOS,1,0.75,0.684,0.811
492,"Onuaku, Arinze",Minnesota,Y,timberwolves,2016,Timberwolves,arinze_onuaku,Arinze Onuaku,202620,2013,MIN,1,-1,0.375,0.5
493,"Orton, Daniel",,Y,,2013,,daniel_orton,Daniel Orton,202350,2010,,0,-1,-1,0.767
494,"Oubre, Kelly",Washington,Y,wizards,2016,Wizards,kelly_oubre,Kelly Oubre,1626162,2015,WAS,1,0.633,-1,-1
495,"Outlaw, Travis",Sacramento,Y,kings,2013,Kings,travis_outlaw,Travis Outlaw,2566,2003,SAC,1,-1,-1,0.808
496,"Pachulia, Zaza",Dallas,Y,mavericks,2016,Mavericks,zaza_pachulia,Zaza Pachulia,2585,2003,DAL,1,0.768,0.788,0.846
497,"Papanikolaou, Kostas",,Y,,2015,,kostas_papanikolaou,Kostas Papanikolaou,203123,2014,,0,0.643,0.722,-1
498,"Papanikolaou, Kostas",Houston,Y,rockets,2015,Rockets,kostas_papanikolaou,Kostas Papanikolaou,203123,2014,HOU,1,0.643,0.722,-1
499,"Pargo, Jannero",Charlotte,Y,hornets,2014,Bobcats,jannero_pargo,Jannero Pargo,2457,2002,CHA,1,-1,1,0.727
500,"Pargo, Jannero",,Y,,2014,,jannero_pargo,Jannero Pargo,2457,2002,,0,-1,1,0.727
501,"Parker, Jabari",Milwaukee,Y,bucks,2016,Bucks,jabari_parker,Jabari Parker,203953,2014,MIL,1,0.768,0.697,-1
502,"Parker, Tony",San Antonio,Y,spurs,2016,Spurs,tony_parker,Tony Parker,2225,2001,SAS,1,0.76,0.783,0.811
503,"Parsons, Chandler",Dallas,Y,mavericks,2016,Mavericks,chandler_parsons,Chandler Parsons,202718,2011,DAL,1,0.684,0.72,0.742
504,"Patterson, Lamar",Atlanta,Y,hawks,2016,Hawks,lamar_patterson,Lamar Patterson,203934,2015,ATL,1,0.727,-1,-1
505,"Patterson, Patrick",Toronto,Y,raptors,2016,Raptors,patrick_patterson,Patrick Patterson,202335,2010,TOR,1,0.853,0.788,0.563
506,"Paul, Chris",LA,Y,clippers,2016,Clippers,chris_paul,Chris Paul,101108,2005,LAC,1,0.896,0.9,0.855
507,"Payne, Adreian",Minnesota,Y,timberwolves,2016,Timberwolves,adreian_payne,Adreian Payne,203940,2014,MIN,1,0.654,0.5,-1
508,"Payne, Cameron",Oklahoma City,Y,thunder,2016,Thunder,cameron_payne,Cameron Payne,1626166,2015,OKC,1,0.792,-1,-1
509,"Payton, Elfrid",Orlando,Y,magic,2016,Magic,elfrid_payton,Elfrid Payton,203901,2014,ORL,1,0.589,0.551,-1
510,"Pekovic, Nikola",Minnesota,Y,timberwolves,2016,Timberwolves,nikola_pekovic,Nikola Pekovic,201593,2010,MIN,1,0.8,0.837,0.747
511,"Perkins, Kendrick",New Orleans,Y,pelicans,2015,Pelicans,kendrick_perkins,Kendrick Perkins,2570,2003,NOP,1,0.44,0.507,0.552
512,"Pierce, Paul",LA,Y,clippers,2016,Clippers,paul_pierce,Paul Pierce,1718,1998,LAC,1,0.818,0.781,0.826
513,"Pittman, Dexter",,Y,,2013,,dexter_pittman,Dexter Pittman,202354,2010,,0,-1,-1,0
514,"Pleiss, Tibor",Utah,Y,jazz,2015,Jazz,tibor_pleiss,Tibor Pleiss,202353,2015,UTA,1,1,-1,-1
515,"Plumlee, Mason",Portland,Y,blazers,2016,Trail Blazers,mason_plumlee,Mason Plumlee,203486,2013,POR,1,0.642,0.495,0.626
516,"Plumlee, Miles",Milwaukee,Y,bucks,2016,Bucks,miles_plumlee,Miles Plumlee,203101,2012,MIL,1,0.576,0.5,0.561
517,"Pondexter, Quincy",New Orleans,Y,pelicans,2016,Pelicans,quincy_pondexter,Quincy Pondexter,202347,2010,NOP,1,-1,0.7,0.808
518,"Porter, Otto",Washington,Y,wizards,2016,Wizards,otto_porter,Otto Porter,203490,2013,WAS,1,0.754,0.734,0.667
519,"Portis, Bobby",Chicago,Y,bulls,2016,Bulls,bobby_portis,Bobby Portis,1626171,2015,CHI,1,0.727,-1,-1
520,"Porzingis, Kristaps",New York,Y,knicks,2016,Knicks,kristaps_porzingis,Kristaps Porzingis,204001,2015,NYK,1,0.838,-1,-1
521,"Powell, Dwight",Dallas,Y,mavericks,2016,Mavericks,dwight_powell,Dwight Powell,203939,2014,DAL,1,0.739,0.5,-1
522,"Powell, Josh",Houston,Y,rockets,2013,Rockets,josh_powell,Josh Powell,2694,2005,HOU,1,-1,-1,0
523,"Powell, Norman",Toronto,Y,raptors,2016,Raptors,norman_powell,Norman Powell,1626181,2015,TOR,1,0.811,-1,-1
524,"Pressey, Phil",,Y,,2016,,phil_pressey,Phil Pressey,203515,2013,,0,0.5,0.673,0.644
525,"Pressey, Phil",Boston,Y,celtics,2015,Celtics,phil_pressey,Phil Pressey,203515,2013,BOS,1,0.5,0.673,0.644
526,"Price, A.J.",,Y,,2014,,aj_price,A.J. Price,201985,2009,,0,-1,0.667,0
527,"Price, Ronnie",Phoenix,Y,suns,2016,Suns,ronnie_price,Ronnie Price,101179,2005,PHX,1,0.756,0.8,0.692
528,"Prigioni, Pablo",LA,Y,clippers,2016,Clippers,pablo_prigioni,Pablo Prigioni,203143,2012,LAC,1,0.875,0.846,0.917
529,"Prince, Tayshaun",Minnesota,Y,timberwolves,2015,Timberwolves,tayshaun_prince,Tayshaun Prince,2419,2002,MIN,1,0.684,0.833,0.567
530,"Raduljica, Miroslav",Milwaukee,Y,bucks,2014,Bucks,miroslav_raduljica,Miroslav Raduljica,203545,2013,MIL,1,-1,1,0.818
531,"Raduljica, Miroslav",,Y,,2014,,miroslav_raduljica,Miroslav Raduljica,203545,2013,,0,-1,1,0.818
532,"Randle, Julius",Los Angeles,Y,lakers,2016,Lakers,julius_randle,Julius Randle,203944,2014,LAL,1,0.715,0,-1
533,"Randolph, Anthony",Denver,Y,nuggets,2013,Nuggets,anthony_randolph,Anthony Randolph,201576,2008,DEN,1,-1,-1,0.754
534,"Randolph, Shavlik",Phoenix,Y,suns,2014,Suns,shavlik_randolph,Shavlik Randolph,101183,2005,PHX,1,-1,0.5,0.545
535,"Randolph, Shavlik",,Y,,2014,,shavlik_randolph,Shavlik Randolph,101183,2005,,0,-1,0.5,0.545
536,"Randolph, Zach",Memphis,Y,grizzlies,2016,Grizzlies,zach_randolph,Zach Randolph,2216,2001,MEM,1,0.796,0.765,0.742
537,"Redick, JJ",LA,Y,clippers,2016,Clippers,jj_redick,JJ Redick,200755,2006,LAC,1,0.888,0.901,0.915
538,"Reed, Willie",Brooklyn,Y,nets,2016,Nets,willie_reed,Willie Reed,203186,2012,BKN,1,0.545,-1,-1
539,"Rice Jr., Glen",Washington,Y,wizards,2014,Wizards,glen_rice_jr,Glen Rice Jr.,203318,2013,WAS,1,-1,0.667,0.714
540,"Rice Jr., Glen",,Y,,2014,,glen_rice_jr,Glen Rice Jr.,203318,2013,,0,-1,0.667,0.714
541,"Richardson, Jason",Philadelphia,Y,sixers,2014,76ers,jason_richardson,Jason Richardson,2202,2001,PHI,1,-1,0.773,-1
542,"Richardson, Josh",Miami,Y,heat,2016,Heat,josh_richardson,Josh Richardson,1626196,2015,MIA,1,0.667,-1,-1
543,"Ridnour, Luke",Orlando,Y,magic,2014,Magic,luke_ridnour,Luke Ridnour,2557,2003,ORL,1,-1,0.857,0.684
544,"Rivers, Austin",LA,Y,clippers,2016,Clippers,austin_rivers,Austin Rivers,203085,2012,LAC,1,0.681,0.746,0.636
545,"Roberson, Andre",Oklahoma City,Y,thunder,2016,Thunder,andre_roberson,Andre Roberson,203460,2013,OKC,1,0.611,0.479,0.7
546,"Roberts, Brian",Portland,Y,blazers,2016,Trail Blazers,brian_roberts,Brian Roberts,203148,2012,POR,1,0.919,0.892,0.94
547,"Robinson, Glenn",Indiana,Y,pacers,2016,Pacers,glenn_robinson_iii,Glenn Robinson,203922,2014,IND,1,0.692,0.75,-1
548,"Robinson, Nate",,Y,,2015,,nate_robinson,Nate Robinson,101126,2005,,0,0,0.65,0.835
549,"Robinson, Nate",Denver,Y,nuggets,2015,Nuggets,nate_robinson,Nate Robinson,101126,2005,DEN,1,0,0.65,0.835
550,"Robinson, Thomas",Brooklyn,Y,nets,2016,Nets,thomas_robinson,Thomas Robinson,203080,2012,BKN,1,0.431,0.438,0.564
551,"Rondo, Rajon",Sacramento,Y,kings,2016,Kings,rajon_rondo,Rajon Rondo,200765,2006,SAC,1,0.58,0.333,0.627
552,"Rose, Derrick",Chicago,Y,bulls,2016,Bulls,derrick_rose,Derrick Rose,201565,2008,CHI,1,0.793,0.813,0.844
553,"Ross, Terrence",Toronto,Y,raptors,2016,Raptors,terrence_ross,Terrence Ross,203082,2012,TOR,1,0.79,0.786,0.837
554,"Rozier, Terry",Boston,Y,celtics,2016,Celtics,terry_rozier,Terry Rozier,1626179,2015,BOS,1,0.8,-1,-1
555,"Rubio, Ricky",Minnesota,Y,timberwolves,2016,Timberwolves,ricky_rubio,Ricky Rubio,201937,2011,MIN,1,0.847,0.803,0.802
556,"Rudez, Damjan",Minnesota,Y,timberwolves,2016,Timberwolves,damjan_rudez,Damjan Rudez,204014,2014,MIN,1,1,0.696,-1
557,"Rush, Brandon",Golden State,Y,warriors,2016,Warriors,brandon_rush,Brandon Rush,201575,2008,GSW,1,0.643,0.455,0.6
558,"Russell, D'Angelo",Los Angeles,Y,lakers,2016,Lakers,dangelo_russell,D'Angelo Russell,1626156,2015,LAL,1,0.737,-1,-1
559,"Sacre, Robert",Los Angeles,Y,lakers,2016,Lakers,robert_sacre,Robert Sacre,203135,2012,LAL,1,0.658,0.671,0.681
560,"Salmons, John",Toronto,Y,raptors,2014,Raptors,john_salmons,John Salmons,2422,2002,TOR,1,-1,0.5,1
561,"Salmons, John",,Y,,2014,,john_salmons,John Salmons,2422,2002,,0,-1,0.5,1
562,"Sampson, JaKarr",Denver,Y,nuggets,2016,Nuggets,jakarr_sampson,JaKarr Sampson,203960,2014,DEN,1,0.639,0.67,-1
563,"Sanders, Larry",Milwaukee,Y,bucks,2014,Bucks,larry_sanders,Larry Sanders,202336,2010,MIL,1,-1,0.5,0.473
564,"Sanders, Larry",,Y,,2014,,larry_sanders,Larry Sanders,202336,2010,,0,-1,0.5,0.473
565,"Schroder, Dennis",Atlanta,Y,hawks,2016,Hawks,dennis_schroder,Dennis Schroder,203471,2013,ATL,1,0.791,0.827,0.674
566,"Scola, Luis",Toronto,Y,raptors,2016,Raptors,luis_scola,Luis Scola,2449,2007,TOR,1,0.726,0.699,0.728
567,"Scott, Mike",Atlanta,Y,hawks,2016,Hawks,mike_scott,Mike Scott,203118,2012,ATL,1,0.794,0.792,0.78
568,"Sefolosha, Thabo",Atlanta,Y,hawks,2016,Hawks,thabo_sefolosha,Thabo Sefolosha,200757,2006,ATL,1,0.626,0.776,0.768
569,"Seraphin, Kevin",New York,Y,knicks,2016,Knicks,kevin_seraphin,Kevin Seraphin,202338,2010,NYK,1,0.826,0.707,0.871
570,"Sessions, Ramon",Washington,Y,wizards,2016,Wizards,ramon_sessions,Ramon Sessions,201196,2007,WAS,1,0.756,0.727,0.782
571,"Shakur, Mustafa",,Y,,2013,,mustafa_shakur,Mustafa Shakur,201203,2009,,0,-1,-1,0.5
572,"Shengelia, Tornike",,Y,,2013,,tornike_shengelia,Tornike Shengelia,203129,2012,,0,-1,-1,0.375
573,"Shumpert, Iman",Cleveland,Y,cavaliers,2016,Cavaliers,iman_shumpert,Iman Shumpert,202697,2011,CLE,1,0.784,0.676,0.746
574,"Shved, Alexey",New York,Y,knicks,2014,Knicks,alexey_shved,Alexey Shved,203144,2012,NYK,1,-1,0.842,0.756
575,"Simmons, Jonathon",San Antonio,Y,spurs,2016,Spurs,jonathon_simmons,Jonathon Simmons,203613,2015,SAS,1,0.75,-1,-1
576,"Sims, Henry",Brooklyn,Y,nets,2016,Nets,henry_sims,Henry Sims,203156,2012,BKN,1,0.833,0.774,0.571
577,"Singler, Kyle",Oklahoma City,Y,thunder,2016,Thunder,kyle_singler,Kyle Singler,202713,2012,OKC,1,0.659,0.806,0.826
578,"Singleton, Chris",Washington,Y,wizards,2013,Wizards,chris_singleton,Chris Singleton,202698,2011,WAS,1,-1,-1,0.72
579,"Siva, Peyton",Detroit,Y,pistons,2013,Pistons,peyton_siva,Peyton Siva,203491,2013,DET,1,-1,-1,0.733
